iter	Passed	Remaining
514	3390	3192
515	3396	3185
516	3403	3179
517	3409	3172
518	3415	3165
519	3421	3157
520	3426	3150
521	3432	3143
522	3438	3136
523	3444	3128
524	3450	3122
525	3455	3114
526	3461	3106
527	3468	3100
528	3474	3093
529	3480	3086
530	3486	3079
531	3491	3071
532	3498	3065
533	3504	3057
534	3509	3050
535	3516	3044
536	3522	3036
537	3528	3030
538	3535	3023
539	3540	3016
540	3548	3010
541	3553	3002
542	3561	2997
543	3567	2990
544	3573	2983
545	3580	2977
546	3586	2970
547	3592	2963
548	3599	2956
549	3604	2949
550	3611	2942
551	3616	2935
552	3621	2927
553	3629	2921
554	3635	2914
555	3641	2907
556	3647	2900
557	3652	2893
558	3658	2886
559	3663	2878
560	3669	2871
561	3676	2865
562	3681	2857
563	3686	2849
564	3694	2844
565	3700	2837
566	3707	2831
567	3712	2823
568	3718	2816
569	3725	2810
570	3730	2802
571	3737	2796
572	3743	2789
573	3748	2782
574	3755	2775
575	3760	2768
576	3766	2761
577	3772	2754
578	3777	2746
579	3783	2739
580	3790	2733
581	3794	2725
582	3800	2718
583	3806	2711
584	3812	2704
585	3818	2698
586	3823	2690
587	3829	2683
588	3837	2677
589	3843	2670
590	3849	2663
591	3855	2657
592	3861	2650
593	3868	2644
594	3875	2637
595	3880	2630
596	3886	2623
597	3892	2616
598	3898	2609
599	3904	2602
600	3909	2595
601	3915	2588
602	3921	2581
603	3927	2574
604	3933	2568
605	3939	2561
606	3946	2555
607	3952	2548
608	3958	2541
609	3965	2535
610	3970	2528
611	3977	2521
612	3983	2515
613	3990	2508
614	3997	2502
615	4002	2495
616	4008	2488
617	4015	2481
618	4021	2475
619	4028	2468
620	4033	2461
621	4039	2455
622	4046	2448
623	4052	2441
624	4059	2435
625	4064	2428
626	4070	2421
627	4077	2415
628	4083	2408
629	4089	2401
630	4095	2395
631	4101	2388
632	4108	2382
633	4114	2375
634	4121	2368
635	4127	2362
636	4135	2356
637	4141	2349
638	4146	2342
639	4152	2335
640	4158	2329
641	4164	2322
642	4171	2316
643	4178	2309
644	4183	2302
645	4190	2296
646	4196	2289
647	4202	2282
648	4208	2276
649	4213	2268
650	4220	2262
651	4226	2255
652	4232	2248
653	4238	2242
654	4243	2235
655	4250	2228
656	4256	2222
657	4261	2214
658	4268	2208
659	4273	2201
660	4279	2194
661	4286	2188
662	4291	2181
663	4297	2174
664	4304	2168
665	4309	2161
666	4316	2155
667	4322	2148
668	4328	2141
669	4335	2135
670	4341	2128
671	4347	2122
672	4353	2115
673	4357	2107
674	4364	2101
675	4370	2094
676	4375	2087
677	4382	2081
678	4387	2074
679	4393	2067
680	4399	2061
681	4405	2054
682	4411	2047
683	4417	2040
684	4423	2033
685	4429	2027
686	4435	2020
687	4440	2013
688	4447	2007
689	4453	2000
690	4459	1994
691	4465	1987
692	4472	1981
693	4479	1975
694	4485	1968
695	4492	1962
696	4498	1955
697	4504	1948
698	4511	1942
699	4517	1936
700	4524	1930
701	4530	1923
702	4536	1916
703	4543	1910
704	4549	1903
705	4555	1897
706	4561	1890
707	4566	1883
708	4572	1876
709	4579	1870
710	4585	1863
711	4591	1857
712	4597	1850
713	4603	1844
714	4610	1837
715	4616	1831
716	4624	1825
717	4629	1818
718	4635	1811
719	4641	1805
720	4648	1798
721	4654	1792
722	4661	1785
723	4667	1779
724	4673	1772
725	4679	1765
726	4686	1759
727	4692	1753
728	4698	1746
729	4705	1740
730	4711	1733
731	4718	1727
732	4724	1720
733	4730	1714
734	4737	1708
735	4743	1701
736	4749	1694
737	4756	1688
738	4761	1681
739	4768	1675
740	4774	1668
741	4781	1662
742	4787	1656
743	4792	1649
744	4799	1642
745	4805	1636
746	4811	1629
747	4817	1623
748	4822	1616
749	4829	1609
750	4835	1603
751	4841	1596
752	4849	1590
753	4854	1583
754	4860	1577
755	4866	1570
756	4871	1563
757	4879	1557
758	4885	1551
759	4890	1544
760	4897	1538
761	4903	1531
762	4910	1525
763	4916	1518
764	4921	1511
765	4928	1505
766	4934	1498
767	4941	1492
768	4947	1486
769	4952	1479
770	4959	1473
771	4965	1466
772	4970	1459
773	4977	1453
774	4983	1446
775	4989	1440
776	4995	1433
777	5003	1427
778	5010	1421
779	5015	1414
780	5022	1408
781	5028	1401
782	5034	1395
783	5040	1388
784	5046	1382
785	5053	1375
786	5059	1369
787	5064	1362
788	5072	1356
789	5077	1349
790	5084	1343
791	5090	1336
792	5095	1330
793	5102	1323
794	5108	1317
795	5114	1310
796	5120	1304
797	5127	1297
798	5134	1291
799	5140	1285
800	5146	1278
801	5152	1272
802	5158	1265
803	5165	1259
804	5172	1252
805	5178	1246
806	5184	1239
807	5191	1233
808	5198	1227
809	5204	1220
810	5210	1214
811	5217	1207
812	5222	1201
813	5229	1195
814	5235	1188
815	5242	1182
816	5249	1175
817	5254	1169
818	5261	1162
819	5267	1156
820	5273	1149
821	5280	1143
822	5286	1136
823	5293	1130
824	5299	1124
825	5304	1117
826	5312	1111
827	5318	1104
828	5325	1098
829	5330	1091
830	5336	1085
831	5342	1078
832	5348	1072
833	5354	1065
834	5361	1059
835	5366	1052
836	5372	1046
837	5378	1039
838	5384	1033
839	5391	1026
840	5397	1020
841	5403	1013
842	5409	1007
843	5415	1000
844	5421	994
845	5427	987
846	5432	981
847	5439	975
848	5445	968
849	5451	962
850	5457	955
851	5462	948
852	5468	942
853	5474	935
854	5480	929
855	5487	923
856	5493	916
857	5499	910
858	5506	903
859	5513	897
860	5520	891
861	5527	884
862	5533	878
863	5539	871
864	5544	865
865	5551	859
866	5557	852
867	5562	845
868	5569	839
869	5575	833
870	5582	826
871	5588	820
872	5594	813
873	5601	807
874	5606	800
875	5611	794
876	5618	787
877	5624	781
878	5631	775
879	5636	768
880	5642	762
881	5648	755
882	5654	749
883	5660	742
884	5666	736
885	5673	729
886	5679	723
887	5685	717
888	5691	710
889	5698	704
890	5703	697
891	5710	691
892	5716	684
893	5722	678
894	5729	672
895	5734	665
896	5740	659
897	5747	652
898	5752	646
899	5759	639
900	5765	633
901	5771	627
902	5777	620
903	5783	614
904	5789	607
905	5795	601
906	5800	594
907	5806	588
908	5813	581
909	5818	575
910	5825	569
911	5830	562
912	5836	556
913	5843	549
914	5848	543
915	5854	536
916	5860	530
917	5866	523
918	5873	517
919	5878	511
920	5885	504
921	5891	498
922	5897	492
923	5904	485
924	5910	479
925	5917	472
926	5924	466
927	5930	460
928	5937	453
929	5943	447
930	5949	440
931	5955	434
932	5962	428
933	5969	421
934	5974	415
935	5981	408
936	5987	402
937	5992	396
938	5999	389
939	6005	383
940	6011	376
941	6019	370
942	6024	364
943	6031	357
944	6037	351
945	6043	344
946	6050	338
947	6056	332
948	6063	325
949	6070	319
950	6076	313
951	6083	306
952	6089	300
953	6095	293
954	6101	287
955	6106	281
956	6113	274
957	6119	268
958	6125	261
959	6131	255
960	6136	249
961	6142	242
962	6149	236
963	6154	229
964	6161	223
965	6167	217
966	6173	210
967	6179	204
968	6185	197
969	6191	191
970	6198	185
971	6204	178
972	6210	172
973	6216	165
974	6222	159
975	6229	153
976	6234	146
977	6241	140
978	6247	134
979	6252	127
980	6259	121
981	6264	114
982	6270	108
983	6277	102
984	6283	95
985	6290	89
986	6295	82
987	6301	76
988	6308	70
989	6314	63
990	6322	57
991	6328	51
992	6333	44
993	6340	38
994	6347	31
995	6352	25
996	6358	19
997	6365	12
998	6371	6
999	6377	0
